Accession,Symbol,Gene Name,Location,Type,Proteome Profiles,Kinomes,Deep Proteomes,,,,,
IPI00926460,TBC1D4,"TBC1 domain family, member 4",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00926491,ATP5J2-PTCD1/PTCD1,pentatricopeptide repeat domain 1,Extracellular Space,other,TRUE,TRUE,TRUE,,,,,
IPI00926581,MYH14,"myosin, heavy chain 14, non-muscle",Extracellular Space,other,FALSE,TRUE,FALSE,,,,,
IPI00926621,CUX1,cut-like homeobox 1,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00926625,ZYX,zyxin,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00926648,APEH,N-acylaminoacyl-peptide hydrolase,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00926699,C7orf23,chromosome 7 open reading frame 23,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00926721,VIL1,villin 1,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00926724,FAM73B,"family with sequence similarity 73, member B",unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00926786, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00926820,SLC4A7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",Plasma Membrane,transporter,FALSE,FALSE,TRUE,,,,,
IPI00926903,CHCHD3 (includes EG:296966),coiled-coil-helix-coiled-coil-helix domain containing 3,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00926908, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00926927, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00926935,GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",Plasma Membrane,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00926955,CALD1,caldesmon 1,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00926977,PSMC6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",Nucleus,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00927016,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00927173,MAP4,microtubule-associated protein 4,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00927273,SLC12A4,"solute carrier family 12 (potassium/chloride transporters), member 4",Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00927346,MRPS25,mitochondrial ribosomal protein S25,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00927412,ZC3H15,zinc finger CCCH-type containing 15,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00927455,HIGD1A,"HIG1 hypoxia inducible domain family, member 1A",Plasma Membrane,other,FALSE,TRUE,FALSE,,,,,
IPI00927498,PLCD4,"phospholipase C, delta 4",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00927531,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00927538,TBL2,transducin (beta)-like 2,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00927577,10-Sep,septin 10,Cytoplasm,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00927606,GPX1 (includes EG:14775),glutathione peroxidase 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00927614,GOLGA4,golgin A4,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00927646,USP19,ubiquitin specific peptidase 19,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00927647,POR,P450 (cytochrome) oxidoreductase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00927657,HEPH,hephaestin,Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00927658,RPL32,ribosomal protein L32,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00927682,RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00927684,TGFA,"transforming growth factor, alpha",Extracellular Space,growth factor,TRUE,FALSE,TRUE,,,,,
IPI00927731,AAMP,"angio-associated, migratory cell protein",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00927799,CTNNB1,"catenin (cadherin-associated protein), beta 1, 88kDa",Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00927819,MAP4,microtubule-associated protein 4,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00927892,PMPCB,peptidase (mitochondrial processing) beta,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00929107, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00929221,HMG20B,high mobility group 20B,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00929344,PFAS,phosphoribosylformylglycinamidine synthase,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00929464,SRP54,signal recognition particle 54kDa,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00929676,PIP4K2C,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Cytoplasm,kinase,FALSE,TRUE,TRUE,,,,,
IPI00930049,PDCD6,programmed cell death 6,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00930062, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00930073,KRT6C,keratin 6C,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00930099,RPAIN,RPA interacting protein,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00930214,PAK3,p21 protein (Cdc42/Rac)-activated kinase 3,Cytoplasm,protein kinase,FALSE,FALSE,TRUE,,,,,
IPI00930218, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00930241,EBNA1BP2,EBNA1 binding protein 2,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00930266, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00930269,TRPT1,tRNA phosphotransferase 1,unknown,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00930343,ACTC1,"actin, alpha, cardiac muscle 1",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00930364,EVI5L,ecotropic viral integration site 5-like,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00930379,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00930380,PPP1CB,"protein phosphatase 1, catalytic subunit, beta isozyme",Cytoplasm,phosphatase,TRUE,FALSE,FALSE,,,,,
IPI00930394,NAT1 (includes EG:116632),N-acetyltransferase 1 (arylamine N-acetyltransferase),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00930414, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00930416,PGAM1,phosphoglycerate mutase 1 (brain),Cytoplasm,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00930437,CTAGE5,"CTAGE family, member 5",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00930479, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00930484,C2orf28,chromosome 2 open reading frame 28,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00930520,KIF4B,kinesin family member 4B,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00930546, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00930562,SUB1 (includes EG:10923),SUB1 homolog (S. cerevisiae),Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00930563,SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",Plasma Membrane,transporter,FALSE,FALSE,TRUE,,,,,
IPI00930629,NUP160,nucleoporin 160kDa,Nucleus,transporter,TRUE,FALSE,TRUE,,,,,
IPI00930665, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00930706,FHL1 (includes EG:14199),four and a half LIM domains 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00930710,SLC25A13,"solute carrier family 25 (aspartate/glutamate carrier), member 13",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00930715,TUBB2A,"tubulin, beta 2A class IIa",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00930747,LRP4,low density lipoprotein receptor-related protein 4,Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00935154, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00935173, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00935198, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00935298, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00935340, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00935477,MAPK15,mitogen-activated protein kinase 15,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00935516,HSBP1,heat shock factor binding protein 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00935532, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00935692, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00935700,SYTL2,synaptotagmin-like 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00935818,AHCY,adenosylhomocysteinase,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00935853, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00935906,DCTN1,dynactin 1,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00935926, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00935944, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00935950, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00936093, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00936102, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00936141,AKTIP,AKT interacting protein,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00936241, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00936281,NLK,nemo-like kinase,Nucleus,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00936284, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00936307, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00936330, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00936387,RPN2,ribophorin II,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00936392, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00936736, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00936738,TOR1AIP1,torsin A interacting protein 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00936879,MYO5A,"myosin VA (heavy chain 12, myoxin)",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00936895, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00936915,WWC1,WW and C2 domain containing 1,Cytoplasm,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00937028, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00937151, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00937242, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00937471,IPO5,importin 5,Nucleus,transporter,FALSE,FALSE,TRUE,,,,,
IPI00937477,WDR43,WD repeat domain 43,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00937542,LEPREL2,leprecan-like 2,Nucleus,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00937554,ARFGAP2,ADP-ribosylation factor GTPase activating protein 2,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00937615,EEF1G,eukaryotic translation elongation factor 1 gamma,Cytoplasm,translation regulator,TRUE,TRUE,TRUE,,,,,
IPI00937635, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00937735,ACADVL,"acyl-CoA dehydrogenase, very long chain",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00937780,C4orf48,chromosome 4 open reading frame 48,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00937824, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00937826, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00937835,WDR92,WD repeat domain 92,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00937910,CYBASC3,"cytochrome b, ascorbate dependent 3",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00937933, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00937956,FNBP1L,formin binding protein 1-like,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00938004, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00938033, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00938042, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00938079,PDCD6IP,programmed cell death 6 interacting protein,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00938159, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00938368,C19orf54,chromosome 19 open reading frame 54,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00938376, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00939129,TUBBP5,"tubulin, beta pseudogene 5",unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00939144,PYCRL,pyrroline-5-carboxylate reductase-like,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00939159,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00939160,HBG2,"hemoglobin, gamma G",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00939163,HSPH1,heat shock 105kDa/110kDa protein 1,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00939174,OTUB1,"OTU domain, ubiquitin aldehyde binding 1",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00939238,RUNX1,runt-related transcription factor 1,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00939281,C6orf120,chromosome 6 open reading frame 120,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00939304,IPO5,importin 5,Nucleus,transporter,TRUE,TRUE,TRUE,,,,,
IPI00939328,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00939354,CAST,calpastatin,Cytoplasm,peptidase,TRUE,FALSE,FALSE,,,,,
IPI00939415,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00939442,HSPA1L,heat shock 70kDa protein 1-like,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00939523,DDX46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00939544,HBG2,"hemoglobin, gamma G",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00939546,GRB7,growth factor receptor-bound protein 7,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00939572,ABCA12,"ATP-binding cassette, sub-family A (ABC1), member 12",Plasma Membrane,transporter,FALSE,FALSE,TRUE,,,,,
IPI00939576,PPIA,peptidylprolyl isomerase A (cyclophilin A),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00939602,POLE,"polymerase (DNA directed), epsilon, catalytic subunit",Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00939605,KIF13B,kinesin family member 13B,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00939657,DNAJB12,"DnaJ (Hsp40) homolog, subfamily B, member 12",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00939667,TPP1 (includes EG:1200),tripeptidyl peptidase I,Cytoplasm,peptidase,TRUE,TRUE,TRUE,,,,,
IPI00939686,NFKBIB,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta",Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00939689,GLOD5,glyoxalase domain containing 5,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00939694, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00939707,KIAA0664,KIAA0664,Cytoplasm,translation regulator,TRUE,FALSE,TRUE,,,,,
IPI00939745, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00939799, , , , ,TRUE,TRUE,TRUE,,,,,
IPI00939845,PANK4,pantothenate kinase 4,Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00939862,NFATC2,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2",Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00939888,RAB38,"RAB38, member RAS oncogene family",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00939904,PDE10A,phosphodiesterase 10A,Cytoplasm,enzyme,FALSE,TRUE,FALSE,,,,,
IPI00940000,DDX17,DEAD (Asp-Glu-Ala-Asp) box helicase 17,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00940033,TNRC6B,trinucleotide repeat containing 6B,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00940039,POLDIP3,"polymerase (DNA-directed), delta interacting protein 3",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00940046,ASAH1,N-acylsphingosine amidohydrolase (acid ceramidase) 1,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00940084,TPM1 (includes EG:396366),tropomyosin 1 (alpha),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00940116, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00940127,KIAA1609,KIAA1609,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00940128,PACS2,phosphofurin acidic cluster sorting protein 2,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00940164, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00940180,DPP9,dipeptidyl-peptidase 9,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00940237,DDX39A,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00940263,LPXN,leupaxin,Cytoplasm,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00940292,AP1B1,"adaptor-related protein complex 1, beta 1 subunit",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00940305,CLCN7,"chloride channel, voltage-sensitive 7",Plasma Membrane,ion channel,TRUE,FALSE,FALSE,,,,,
IPI00940307,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00940312, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00940319,PCTP,phosphatidylcholine transfer protein,Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00940349,DERL1,derlin 1,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00940361,CYP20A1,"cytochrome P450, family 20, subfamily A, polypeptide 1",unknown,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00940373,REPS1,RALBP1 associated Eps domain containing 1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00940386,YTHDF3,"YTH domain family, member 3",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00940399,MYO10,myosin X,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00940410,TSEN34,tRNA splicing endonuclease 34 homolog (S. cerevisiae),Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00940423,LCK,lymphocyte-specific protein tyrosine kinase,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00940441,UNC13D,unc-13 homolog D (C. elegans),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00940453,TNXB,tenascin XB,Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00940535,MAD1L1,MAD1 mitotic arrest deficient-like 1 (yeast),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00940537,ELMO2,engulfment and cell motility 2,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00940567,PFN2,profilin 2,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00940685,SNRNP40,small nuclear ribonucleoprotein 40kDa (U5),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00940711,SPANXC (includes others),"SPANX family, member C",Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00940779,TMEM40,transmembrane protein 40,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00940798,MRE11A,MRE11 meiotic recombination 11 homolog A (S. cerevisiae),Nucleus,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00940865,KIAA0528,KIAA0528,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00940936,LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00940960,NPC2 (includes EG:10577),"Niemann-Pick disease, type C2",Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00941001,PGM3,phosphoglucomutase 3,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00941090, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00941161,USO1,USO1 vesicle docking protein homolog (yeast),Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00941167,HEXA,hexosaminidase A (alpha polypeptide),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00941170,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00941187,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",Cytoplasm,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00941207,NFIC,nuclear factor I/C (CCAAT-binding transcription factor),Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00941324,MEGF9,multiple EGF-like-domains 9,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00941379, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00941428, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00941475,MRS2,MRS2 magnesium homeostasis factor homolog (S. cerevisiae),Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00941488, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00941495,ZNF534,zinc finger protein 534,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00941534,07-Sep,septin 7,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00941554, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00941589,EIF4G2,"eukaryotic translation initiation factor 4 gamma, 2",Cytoplasm,translation regulator,TRUE,FALSE,TRUE,,,,,
IPI00941638,RAB11A,"RAB11A, member RAS oncogene family",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00941651, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00941696, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00941711,MYO6,myosin VI,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00941721,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",Cytoplasm,phosphatase,TRUE,FALSE,FALSE,,,,,
IPI00941810, , , , ,TRUE,TRUE,TRUE,,,,,
IPI00941811,USP8,ubiquitin specific peptidase 8,Cytoplasm,peptidase,TRUE,FALSE,FALSE,,,,,
IPI00941830,ALAS1,"aminolevulinate, delta-, synthase 1",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00941851,C14orf133,chromosome 14 open reading frame 133,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00941899,PARP6,"poly (ADP-ribose) polymerase family, member 6",unknown,kinase,TRUE,FALSE,TRUE,,,,,
IPI00941928,MMS19,MMS19 nucleotide excision repair homolog (S. cerevisiae),Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00941933, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00941977,ZYX,zyxin,Plasma Membrane,other,FALSE,TRUE,FALSE,,,,,
IPI00941983,FBXO2,F-box protein 2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00942007,TRIM22,tripartite motif containing 22,Cytoplasm,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00942023, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00942040,SCRN3,secernin 3,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00942042,DNM1L,dynamin 1-like,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00942045,ACACA,acetyl-CoA carboxylase alpha,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00942092,ADSL,adenylosuccinate lyase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00942114, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00942160,DNM2,dynamin 2,Plasma Membrane,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00942173,EXT2,exostosin 2,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00942186,AKAP1,A kinase (PRKA) anchor protein 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00942190,PRC1 (includes EG:233406),protein regulator of cytokinesis 1,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00942210,APOOL,apolipoprotein O-like,Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00942213,PPFIA2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",Plasma Membrane,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00942215,ATP5SL,ATP5S-like,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00942239,NAPB,"N-ethylmaleimide-sensitive factor attachment protein, beta",Cytoplasm,transporter,FALSE,FALSE,TRUE,,,,,
IPI00942266,SLC9A3R2,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2",Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00942269,TBC1D4,"TBC1 domain family, member 4",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00942294,MTAP,methylthioadenosine phosphorylase,Nucleus,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00942342, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00942380,GOLGA6L9 (includes others),golgin A6 family-like 9,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00942408,CDKN2A,cyclin-dependent kinase inhibitor 2A,Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00942431,EPS15L1,epidermal growth factor receptor pathway substrate 15-like 1,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00942452, , , , ,FALSE,FALSE,TRUE,,,,,
IPI00942458,RBM26,RNA binding motif protein 26,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00942539,ACTN4,"actinin, alpha 4",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00942549, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00942587, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00942604, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00942617,AP5Z1,"adaptor-related protein complex 5, zeta 1 subunit",Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00942695,VPS13C,vacuolar protein sorting 13 homolog C (S. cerevisiae),unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00942711,PCIF1,PDX1 C-terminal inhibiting factor 1,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00942729, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00942737, , , , ,TRUE,FALSE,TRUE,,,,,
