Protein IDs (Uniprot),Gene names,Fasta header,Peptides,Unique peptides,Sequence coverage,Q-value,Rep1 tp = 0h,Rep1 tp = 1h,Rep1 tp = 2h,Rep1 tp = 4h,Rep1 tp = 8h,Rep1 tp = 16h,Rep1 tp = 32h,Rep2 tp = 0h,Rep2 tp = 1h,Rep2 tp = 2h,Rep2 tp = 4h,Rep2 tp = 8h,Rep2 tp = 16h,Rep2 tp = 32h,Rep3 tp = 0h,Rep3 tp = 1h,Rep3 tp = 2h,Rep3 tp = 4h,Rep3 tp = 8h,Rep3 tp = 16h,Rep3 tp = 32h,# data points,1-state-model_kA [h-1],2-state-model_kA [h-1],2-state-model_kB [h-1],2-state-model_ktransfer [h-1],1-state-model_AICp,1-state-model_RSS,2-state-model_AICp,2-state-model_RSS,Half-life (exponential) 1-state-model [h],Half-life (steady state) 2-state-model [h],score,Degradation profile,Abundance after pulse,Validation score
D3YY34,Phc3,>tr|D3YY34|D3YY34_MOUSE Polyhomeotic-like protein 3 OS=Mus musculus GN=Phc3 PE=1 SV=1;>tr|B7ZNA5|B7ZNA5_MOUSE Phc3 protein OS=Mus musculus GN=Phc3 PE=1 SV=1;>sp|Q8CHP6|PHC3_MOUSE Polyhomeotic-like protein 3 OS=Mus musculus GN=Phc3 PE=1 SV=2;>sp|Q8CHP6-2|PH,6,5,11.2,0,,,,,,,,,,,,,,,100,110.7516519,93.2913842,66.6392813,55.7750871,42.9820483,24.1624184,7,0.047833772,0.092165559,0.03150183,0.110433919,0.985134086,0.01829839,0.014865914,0.008192482,14.49074891,19.5,0.113954576,ED,0.01571722,
D3YY41,Pik3ca,">tr|D3YY41|D3YY41_MOUSE Phosphatidylinositol 3-kinase, catalytic, alpha polypeptide, isoform CRA_a OS=Mus musculus GN=Pik3ca PE=4 SV=1;>sp|P42337|PK3CA_MOUSE Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Mus musculus GN=",8,8,10.1,0,,,,,,,,,,,,,,,100,93.3314102,83.2221533,62.5266375,46.6376406,,,5,0.099020401,0.128426422,0.098230234,2.408316567,0.999998382,0.001474678,1.61839E-06,0.001475555,7.000044161,7.1,0.088196357,ED,0.005869332,
D3YYC2,Drap1,>tr|D3YYC2|D3YYC2_MOUSE Dr1-associated corepressor OS=Mus musculus GN=Drap1 PE=4 SV=1;>tr|F6T9K1|F6T9K1_MOUSE Dr1-associated corepressor OS=Mus musculus GN=Drap1 PE=4 SV=2;>tr|G3UXH5|G3UXH5_MOUSE Dr1-associated corepressor OS=Mus musculus GN=Drap1 PE=4 SV=,3,3,21.6,0,100,,,,,50.2546537,42.6305511,100,72.4556118,58.9058531,,,,,100,90.3444704,91.1458543,70.6010731,71.4300563,55.2840767,55.4269043,13,0.027324638,0.398185014,0.013180085,0.61577597,0.416096125,0.042958952,0.583903875,0.014677207,25.36711256,52,0.179899187,UN,0.16850803,
D3YYM6,Rps5,>tr|D3YYM6|D3YYM6_MOUSE 40S ribosomal protein S5 (Fragment) OS=Mus musculus GN=Rps5 PE=1 SV=1;>tr|Q91V55|Q91V55_MOUSE 40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=1,13,1,56.6,0,100,59.3562251,50.2723865,42.0872366,27.7926506,44.2583849,45.9682248,100,51.8928562,46.9093868,41.7547613,41.3514304,35.8529668,39.1175483,100,56.8869282,38.4275367,32.0095429,30.6336278,34.8057029,36.2909852,21,0.043592021,0.837285835,7.19E-07,0.296354875,1.08642E-06,0.341463309,0.999998914,0.015212951,15.90078113,> 300,0.281820849,NED,3.117566522,3
D3YYP5,Dfna5,>tr|D3YYP5|D3YYP5_MOUSE Non-syndromic hearing impairment protein 5 homolog OS=Mus musculus GN=Dfna5 PE=4 SV=2;>tr|E9Q5V3|E9Q5V3_MOUSE Non-syndromic hearing impairment protein 5 homolog OS=Mus musculus GN=Dfna5 PE=4 SV=1;>sp|Q9Z2D3|DFNA5_MOUSE Non-syndromic,12,12,38.6,0,,,,,,,,,,,,,,,100,98.8488793,83.4603321,74.0610803,61.0412244,74.3471731,61.3635471,7,0.018969509,0.131954084,0.001899634,0.227910172,0.936699479,0.028832008,0.063300521,0.005480425,36.54007008,> 300,0.053469622,ED,0.051281502,
D3YYT1,Glyr1,>tr|D3YYT1|D3YYT1_MOUSE Putative oxidoreductase GLYR1 OS=Mus musculus GN=Glyr1 PE=1 SV=1;>sp|Q922P9|GLYR1_MOUSE Putative oxidoreductase GLYR1 OS=Mus musculus GN=Glyr1 PE=1 SV=1,17,17,39.9,0,,,,,,,,,,,,,,,100,68.9661548,66.0318054,59.2399878,50.8954387,,,5,0.102342232,2.14914013,0.042460753,1.439138515,0.996152507,0.030062245,0.003847493,5.97E-05,6.772836248,15.9,0.185874938,UN,0.018642311,
D3YZ62,Myo5a,>tr|D3YZ62|D3YZ62_MOUSE Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=1;>tr|D3Z4J3|D3Z4J3_MOUSE Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=1;>sp|Q99104|MYO5A_MOUSE Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=2;>tr|F,22,19,15.3,0,,,,,,,,,,,,,,,100,77.7840648,64.5814803,51.3035511,47.4168764,37.320469,32.1543626,7,0.045306112,0.327453445,0.014129811,0.237618096,0.078952708,0.101929822,0.921047292,0.001020689,15.29919808,46.8,0.294314284,NED,0.018050146,0
D3YZC9,Sf1,>tr|D3YZC9|D3YZC9_MOUSE Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=1;>tr|D3YZD0|D3YZD0_MOUSE Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=1;>sp|Q64213|SF01_MOUSE Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=6;>sp|Q64213-2|SF01_MOUSE Isoform C,18,18,46.9,0,100,108.5757221,117.4817327,102.6761781,100.168217,97.2940198,106.4328807,100,110.7119344,108.3233609,103.2140167,97.2921816,71.991951,51.4024241,100,90.1217196,91.8550188,86.6613605,90.5514373,69.1808065,65.4329192,21,0.011089972,0.002220837,0.011046953,1.636794369,0.929704623,0.02227745,0.070295377,0.022199263,62.50215838,62.7,-0.040135751,ED,0.25961635,
D3YZE7,2700050L05Rik;Edrf1,>tr|D3YZE7|D3YZE7_MOUSE Erythroid differentiation-related factor 1 OS=Mus musculus GN=Edrf1 PE=4 SV=2;>sp|Q6GQV7|EDRF1_MOUSE Erythroid differentiation-related factor 1 OS=Mus musculus GN=Edrf1 PE=2 SV=1;>tr|E9Q9F9|E9Q9F9_MOUSE Erythroid differentiation-rel,8,8,7.8,0.00018413,,,,,,,,,,,,,,,100,87.6831517,98.836437,65.4356782,51.0020024,,,5,0.085149413,0.010818976,0.092528524,1.17556697,0.999998279,0.006866108,1.72067E-06,0.006541512,8.140363604,7.6,0.087449841,ED,0.002646044,
D3YZH4,Syvn1,>tr|D3YZH4|D3YZH4_MOUSE E3 ubiquitin-protein ligase synoviolin (Fragment) OS=Mus musculus GN=Syvn1 PE=4 SV=1;>tr|E9QQ99|E9QQ99_MOUSE E3 ubiquitin-protein ligase synoviolin OS=Mus musculus GN=Syvn1 PE=4 SV=1;>tr|D3Z1Y1|D3Z1Y1_MOUSE E3 ubiquitin-protein liga,3,3,28.1,0.00018272,,,,,,,,,,,,,,,100,70.1247313,49.9124575,35.2854162,42.5605819,,,5,0.149946216,0.583447464,9.28E-06,0.245991211,0.999953927,0.102515069,4.60726E-05,0.007039515,4.622638701,> 300,0.614579482,UN,0.00761386,
D3Z030,Lrrc16a,>tr|D3Z030|D3Z030_MOUSE Leucine-rich repeat-containing protein 16A OS=Mus musculus GN=Lrrc16a PE=1 SV=2;>sp|Q6EDY6-3|LR16A_MOUSE Isoform 3 of Leucine-rich repeat-containing protein 16A OS=Mus musculus GN=Lrrc16a;>sp|Q6EDY6|LR16A_MOUSE Leucine-rich repeat-c,15,15,14,0,,,,,,,,,,,,,,,100,96.5582805,78.8843937,83.7862545,63.9451515,51.5895058,28.7536452,7,0.040489933,0.118401952,0.035001016,0.488789535,0.983261247,0.006066036,0.016738753,0.002535063,17.11900038,19.5,-0.046670978,ED,0.016078446,
D3Z0F5,Cops6,>tr|D3Z0F5|D3Z0F5_MOUSE COP9 signalosome complex subunit 6 OS=Mus musculus GN=Cops6 PE=4 SV=1;>sp|O88545|CSN6_MOUSE COP9 signalosome complex subunit 6 OS=Mus musculus GN=Cops6 PE=1 SV=1,12,12,53.2,0,100,,,56.1551257,54.231422,53.7767747,51.2816894,100,,,,,64.1585794,62.1273146,100,81.2239988,66.8450745,76.1826556,73.4868205,86.9752042,67.0563897,15,0.020079731,0.475992655,0.002656465,0.577888646,0.159378602,0.060036441,0.840621398,0.017607165,34.51974475,260.2,0.194550801,NED,0.18942726,1
D3Z0M9,Ddx23,">tr|D3Z0M9|D3Z0M9_MOUSE MCG18410, isoform CRA_a OS=Mus musculus GN=Ddx23 PE=3 SV=1",28,28,36.3,0,100,,,94.8506187,77.7130686,72.6073727,44.0881011,100,109.4140325,114.7500815,103.926034,83.1941648,,,100,87.0598656,81.6774912,78.9988238,76.4185573,67.5509684,51.7825672,17,0.023304133,0.027265435,0.021826579,0.137491984,0.94012661,0.008878899,0.05987339,0.008804088,29.74352972,31.5,-0.073206413,ED,0.174244493,
D3Z0Q6,Gys1,">tr|D3Z0Q6|D3Z0Q6_MOUSE Glycogen [starch] synthase, muscle OS=Mus musculus GN=Gys1 PE=4 SV=1;>sp|Q9Z1E4|GYS1_MOUSE Glycogen [starch] synthase, muscle OS=Mus musculus GN=Gys1 PE=1 SV=2",11,11,27.9,0,,,,,,,,,,,,,,,100,74.2006013,61.2702846,59.7979863,54.5503209,53.4745023,54.2149156,7,0.027684688,0.50296911,0.001510211,0.420271465,0.037192936,0.097308011,0.962807064,0.000617921,25.03720357,> 300,0.211174834,NED,0.038700935,0
D3Z0V2,Arhgef7,>tr|D3Z0V2|D3Z0V2_MOUSE Rho guanine nucleotide exchange factor 7 OS=Mus musculus GN=Arhgef7 PE=1 SV=1;>sp|Q9ES28-8|ARHG7_MOUSE Isoform H of Rho guanine nucleotide exchange factor 7 OS=Mus musculus GN=Arhgef7;>sp|Q9ES28-4|ARHG7_MOUSE Isoform D of Rho guanin,17,17,33.8,0,,,,,,,,,,,,,,,100,108.4797707,111.5273763,104.7188707,102.0811871,78.6000394,78.6211785,7,0.007986006,4.72E-07,0.009717805,0.243754041,0.995491837,0.00712308,0.004508163,0.006344185,86.79522905,71.5,-0.035809999,ED,0.016296639,
D3Z1X8,Smarcc1,>tr|D3Z1X8|D3Z1X8_MOUSE SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1 PE=1 SV=1;>sp|P97496-2|SMRC1_MOUSE Isoform 2 of SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1;>tr|Q3UNN4|Q3UNN4_MOUSE SWI/SNF complex subunit SMARCC1 OS=Mus mus,41,31,52.2,0,100,88.8579084,77.4391463,58.9747635,54.4571926,34.3760021,27.6398696,100,102.0049197,77.5726448,67.7023094,46.9203722,43.4171715,25.4094647,100,90.6532848,70.1510881,61.4385419,40.3180795,37.3949683,27.962786,21,0.048270758,0.158648525,0.019084502,0.122618427,0.000150817,0.053884916,0.999849183,0.006143769,14.3595668,32.4,0.108773722,UN,0.323292672,
D3Z1Z0,Timm17a,>tr|D3Z1Z0|D3Z1Z0_MOUSE Mitochondrial import inner membrane translocase subunit Tim17-A (Fragment) OS=Mus musculus GN=Timm17a PE=4 SV=1,3,1,35.1,0,,,,,,,,,,,,,,,100,74.8667909,71.2030796,56.3228306,51.9033944,43.0281205,26.0899936,7,0.047619146,0.413339955,0.028108521,0.480716701,0.247534917,0.054284421,0.752465083,0.001172246,14.55606064,23.8,0.246177187,UN,0.093891431,
D3Z1Z8,Stmn1,>tr|D3Z1Z8|D3Z1Z8_MOUSE Stathmin (Fragment) OS=Mus musculus GN=Stmn1 PE=1 SV=1;>tr|D3Z5N2|D3Z5N2_MOUSE Stathmin OS=Mus musculus GN=Stmn1 PE=1 SV=1;>sp|P54227|STMN1_MOUSE Stathmin OS=Mus musculus GN=Stmn1 PE=1 SV=2,6,4,50,0,100,92.0175328,119.895279,93.4279971,84.1775133,78.6116838,60.2203261,100,91.5134647,98.3363183,100.3003854,85.474139,68.3589842,50.6926139,100,128.4232864,126.8032647,120.2234785,125.0881874,100.33749,80.4230501,21,0.013261946,0.02022016,0.0132871,3.089591326,0.931722231,0.026598806,0.068277769,0.026663895,52.26587328,52.2,-0.081477553,ED,1.27096754,
D3Z2E3,Reps1,>tr|D3Z2E3|D3Z2E3_MOUSE RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1 PE=1 SV=1;>tr|E9Q632|E9Q632_MOUSE RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1 PE=1 SV=1;>sp|O54916|REPS1_MOUSE RalBP1-associat,6,6,10.2,0,,,,,,,,,,,,,,,100,113.5084146,95.4516771,119.1881045,97.0815505,101.8651952,77.4388525,7,0.005411992,1.58E-05,0.025296974,0.02528041,0.994477371,0.010806435,0.005522629,0.008565804,128.0761615,45.3,-0.190342151,UN,0.009453568,
D3Z2J3,Dhx30,>tr|D3Z2J3|D3Z2J3_MOUSE Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus GN=Dhx30 PE=4 SV=1;>sp|Q99PU8-2|DHX30_MOUSE Isoform 2 of Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus GN=Dhx30;>sp|Q99PU8|DHX30_MOUSE Putative ATP-dependent RNA ,53,53,54.8,0,,,,,,,,100,,,88.5506253,80.7943332,,,100,94.0355635,85.2836362,85.2982801,71.7808743,73.4819929,62.8118242,10,0.01776593,0.078079067,0.008271531,0.272296413,0.365104256,0.007971298,0.634895744,0.001425519,39.01553087,83.1,0.004101969,UN,0.007451501,
D3Z3A0,Ppp1r2,">tr|D3Z3A0|D3Z3A0_MOUSE MCG126099, isoform CRA_b OS=Mus musculus GN=Ppp1r2 PE=1 SV=1;>sp|Q9DCL8|IPP2_MOUSE Protein phosphatase inhibitor 2 OS=Mus musculus GN=Ppp1r2 PE=1 SV=3",6,6,24.1,0,100,94.1590435,126.6621012,83.0514481,106.5401585,67.2479107,56.3751905,100,,,105.2180324,120.5031053,81.3284747,59.1690073,100,120.8053286,138.9699566,110.0130838,120.5949487,57.619345,57.6367855,19,0.016294077,9.01E-08,0.023943832,0.129102155,0.879267466,0.03417147,0.120732534,0.029508774,42.53982457,30.4,0.0423882,ED,0.088078251,
D3Z3D0,Zc3hc1,>tr|D3Z3D0|D3Z3D0_MOUSE Nuclear-interacting partner of ALK OS=Mus musculus GN=Zc3hc1 PE=1 SV=1;>tr|H3BKM2|H3BKM2_MOUSE Nuclear-interacting partner of ALK OS=Mus musculus GN=Zc3hc1 PE=1 SV=1;>sp|Q80YV2-2|NIPA_MOUSE Isoform 2 of Nuclear-interacting partner o,8,8,25.3,0,100,,,66.6106029,73.5187853,45.9995989,46.0058466,,,,,,,,100,92.7290504,82.0651492,,,,,8,0.030642129,0.083246193,3.57E-05,0.062352891,0.860347254,0.028580455,0.139652746,0.006879035,22.62072526,> 300,0.252491879,UN,0.032575133,
D3Z3H0,Ino80e,">tr|D3Z3H0|D3Z3H0_MOUSE Protein Ino80e OS=Mus musculus GN=Ino80e PE=4 SV=1;>tr|D3Z3H2|D3Z3H2_MOUSE Coiled-coil domain containing 95, isoform CRA_e OS=Mus musculus GN=Ino80e PE=4 SV=1;>tr|Q8R359|Q8R359_MOUSE Coiled-coil domain containing 95, isoform CRA_g O",2,2,13.1,0.00035298,,,,,,,,,,,,,,,100,63.3604093,40.8759109,23.5568442,18.0131923,,,5,0.255778004,0.542112498,2.29E-05,0.084175933,0.997635986,0.095184357,0.002364014,0.000279479,2.709956168,> 300,0.588721003,UN,0.054507022,
D3Z3J6,Paip1,>tr|D3Z3J6|D3Z3J6_MOUSE Polyadenylate-binding protein-interacting protein 1 OS=Mus musculus GN=Paip1 PE=4 SV=1;>sp|Q8VE62|PAIP1_MOUSE Polyadenylate-binding protein-interacting protein 1 OS=Mus musculus GN=Paip1 PE=2 SV=1;>tr|F6Y616|F6Y616_MOUSE Polyadenyla,7,7,20.2,0,100,,,70.8081771,75.241396,,,,,,,,,,100,116.2831188,120.83167,113.0209874,97.0471701,78.8260441,64.1877729,10,0.014444045,0.008946159,0.014512767,2.043472762,0.976919698,0.022623251,0.023080302,0.022581887,47.98844075,47.8,0.032785702,ED,0.061456327,
D3Z456,Mrpl3,">tr|D3Z456|D3Z456_MOUSE 39S ribosomal protein L3, mitochondrial OS=Mus musculus GN=Mrpl3 PE=3 SV=1;>sp|Q99N95|RM03_MOUSE 39S ribosomal protein L3, mitochondrial OS=Mus musculus GN=Mrpl3 PE=2 SV=1;>tr|F6W7C7|F6W7C7_MOUSE 39S ribosomal protein L3, mitochondr",6,6,28.6,0,,,,,,,,,,,,,,,100,57.2052219,38.6556159,30.4315184,27.9344492,32.3913707,35.2988491,7,0.050387844,0.825274286,1.14E-06,0.230690943,0.089366924,0.449513653,0.910633076,0.004863012,13.75623811,> 300,0.552036527,NED,0.137585427,0
D3Z481,Fam126a,>tr|D3Z481|D3Z481_MOUSE Hyccin OS=Mus musculus GN=Fam126a PE=4 SV=1;>tr|Q3TTP7|Q3TTP7_MOUSE Hyccin OS=Mus musculus GN=Fam126a PE=2 SV=1;>sp|Q6P9N1|HYCCI_MOUSE Hyccin OS=Mus musculus GN=Fam126a PE=1 SV=2,7,6,28.1,0,,,,,,,,,,,,,,,100,82.7260656,56.130544,47.189191,22.3486984,,,5,0.192186507,0.370329118,0.165427293,0.765042509,0.999996729,0.007828692,3.27057E-06,0.004461852,3.606638108,4,0.001804329,ED,0.026900096,
D3Z4T4,Scfd2,>tr|D3Z4T4|D3Z4T4_MOUSE Sec1 family domain-containing protein 2 OS=Mus musculus GN=Scfd2 PE=4 SV=1;>sp|Q8BTY8-2|SCFD2_MOUSE Isoform 2 of Sec1 family domain-containing protein 2 OS=Mus musculus GN=Scfd2;>sp|Q8BTY8|SCFD2_MOUSE Sec1 family domain-containing p,15,15,34.9,0,,,,,,,,,,,,,,,100,93.7518834,70.3556986,74.1404309,60.7174767,71.6184888,55.5117577,7,0.022074395,0.235462277,0.006049326,0.397760681,0.928008426,0.0369963,0.071991574,0.006499143,31.40050689,113.7,0.049739911,ED,0.029147958,
D3Z5I1,Zc3hav1,>tr|D3Z5I1|D3Z5I1_MOUSE Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus GN=Zc3hav1 PE=1 SV=1;>sp|Q3UPF5|ZCCHV_MOUSE Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus GN=Zc3hav1 PE=1 SV=1;>sp|Q3UPF5-2|ZCCHV_MOUSE Isoform 2 of Zinc finger C,27,27,36.9,0,100,,,56.7489626,47.5619604,25.4906242,19.4938526,100,76.9373591,54.4462278,49.5416419,46.6491561,,,100,83.4235773,66.5706339,50.9222384,33.4573914,16.7748278,12.8652626,17,0.070971427,0.175663169,0.021059542,0.060422253,0.030713671,0.118782427,0.969286329,0.027349075,9.766566785,23.2,0.29361279,NED,0.115264915,1
D3Z637,Tpd52,">tr|D3Z637|D3Z637_MOUSE MCG10134, isoform CRA_c OS=Mus musculus GN=Tpd52 PE=4 SV=1;>tr|D3Z125|D3Z125_MOUSE Tumor protein D52 (Fragment) OS=Mus musculus GN=Tpd52 PE=4 SV=1;>sp|Q62393-2|TPD52_MOUSE Isoform 2 of Tumor protein D52 OS=Mus musculus GN=Tpd52;>tr|",4,4,31.5,0,100,75.1210231,74.5967488,,,,,,,,,,,,100,119.4734359,125.9978142,109.6088034,123.3636584,99.1689221,101.4889765,10,5.06E-07,8.21E-05,6.62E-07,3.516228346,0.977023086,0.03055831,0.022976914,0.030558558,> 300,> 300,0.013235719,ED,0.346796459,
D3Z645,Vps29,>tr|D3Z645|D3Z645_MOUSE Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=4 SV=1;>sp|Q9QZ88|VPS29_MOUSE Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=1 SV=1;>sp|Q9QZ88-2|VPS29_MOUSE Isoform 2 of Vacuola,9,9,61.1,0,100,,,104.7483152,92.0554072,86.9269685,100.4389438,100,,,,,106.3178748,113.7643876,100,109.7147385,121.8793653,114.9014176,117.8748594,99.6878549,124.8075128,15,1.02E-05,1.90E-05,8.24E-08,3.618226736,0.94942551,0.012832043,0.05057449,0.01281613,> 300,> 300,-0.072228821,ED,0.233874246,
D3Z6H3,Dctn6,">tr|D3Z6H3|D3Z6H3_MOUSE Dynactin 6, isoform CRA_b OS=Mus musculus GN=Dctn6 PE=4 SV=1;>sp|Q9WUB4|DCTN6_MOUSE Dynactin subunit 6 OS=Mus musculus GN=Dctn6 PE=1 SV=1;>tr|D3Z4E5|D3Z4E5_MOUSE Dynactin subunit 6 OS=Mus musculus GN=Dctn6 PE=4 SV=1",4,4,26.5,0,,,,,,,,,,,,,,,100,82.3523338,69.333337,68.7923548,62.8624231,,,5,0.072196879,0.414113289,0.01295268,0.596031252,0.999902056,0.016843381,9.79444E-05,0.000632611,9.600791473,52.9,0.141966811,ED,0.051240264,
D3Z6I3,Lias,">tr|D3Z6I3|D3Z6I3_MOUSE Lipoyl synthase, mitochondrial OS=Mus musculus GN=Lias PE=3 SV=1;>sp|Q99M04|LIAS_MOUSE Lipoyl synthase, mitochondrial OS=Mus musculus GN=Lias PE=2 SV=1",5,5,23.5,0,,,,,,,,,,,,,,,100,77.7472031,64.0563932,41.1820685,24.8983029,13.8291816,24.3851666,7,0.067858332,0.271324396,9.37E-07,0.052299245,0.712325629,0.371706659,0.287674371,0.025437455,10.2146215,> 300,0.19198189,UN,0.15928218,
D3Z6Q3,Foxp1,>tr|D3Z6Q3|D3Z6Q3_MOUSE Forkhead box protein P1 OS=Mus musculus GN=Foxp1 PE=4 SV=1;>tr|H3BJ24|H3BJ24_MOUSE Forkhead box protein P1 OS=Mus musculus GN=Foxp1 PE=4 SV=1;>tr|H3BL33|H3BL33_MOUSE Forkhead box protein P1 OS=Mus musculus GN=Foxp1 PE=4 SV=1;>tr|H3B,12,1,29,0,,,,,,,,100,,,71.5172935,46.5791832,,,100,94.3310553,65.6788781,64.8166258,42.0140968,39.9523891,23.9338254,10,0.053605354,0.164877143,0.024487782,0.140781026,0.243723399,0.055029333,0.756276601,0.007806191,12.93055875,25.2,-0.023375962,UN,0.030070735,
D3Z6S3,Tssc4,>tr|D3Z6S3|D3Z6S3_MOUSE Protein TSSC4 (Fragment) OS=Mus musculus GN=Tssc4 PE=4 SV=1;>tr|D3YZR1|D3YZR1_MOUSE Protein TSSC4 (Fragment) OS=Mus musculus GN=Tssc4 PE=4 SV=1;>tr|D3YYU6|D3YYU6_MOUSE Protein TSSC4 (Fragment) OS=Mus musculus GN=Tssc4 PE=4 SV=4;>sp|,3,3,19.4,0.00035594,,,,,,,,,,,,,,,100,98.6622468,77.8813395,86.9575753,51.6965495,84.624346,67.3522038,7,0.015874971,0.134197616,3.67E-06,0.243679696,0.98654248,0.051084787,0.01345752,0.024229791,43.66289451,> 300,-0.190139796,UN,0.022378872,
D3Z726,Foxp4,>tr|D3Z726|D3Z726_MOUSE Forkhead box protein P4 OS=Mus musculus GN=Foxp4 PE=4 SV=1;>sp|Q9DBY0-3|FOXP4_MOUSE Isoform 3 of Forkhead box protein P4 OS=Mus musculus GN=Foxp4;>sp|Q9DBY0-2|FOXP4_MOUSE Isoform 2 of Forkhead box protein P4 OS=Mus musculus GN=Foxp4,7,6,14.3,0,,,,,,,,,,,,,,,100,92.4568219,80.3044781,113.2744516,87.5972179,,,5,0.012681521,1.755977156,5.67E-05,3.902939435,0.999998069,0.014733025,1.93076E-06,0.012800699,54.65804845,> 300,-0.190853911,UN,0.016721261,
D3Z7I0,Gtf3c2,>tr|D3Z7I0|D3Z7I0_MOUSE General transcription factor 3C polypeptide 2 OS=Mus musculus GN=Gtf3c2 PE=4 SV=1;>sp|Q8BL74|TF3C2_MOUSE General transcription factor 3C polypeptide 2 OS=Mus musculus GN=Gtf3c2 PE=2 SV=2;>tr|Q3UU56|Q3UU56_MOUSE Uncharacterized prote,16,16,26.3,0,,,,,,,,,,,,,,,100,103.2649926,79.8205779,84.1448858,104.9547862,,,5,0.008497966,0.174272119,6.43E-06,1.038428344,0.999997536,0.015566876,2.46354E-06,0.011129564,81.56624244,> 300,0.196809742,UN,0.035428644,
D3Z7Q3,Gng5,>tr|D3Z7Q3|D3Z7Q3_MOUSE Guanine nucleotide-binding protein subunit gamma OS=Mus musculus GN=Gng5 PE=3 SV=1;>sp|Q80SZ7|GBG5_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Mus musculus GN=Gng5 PE=3 SV=2,1,1,40.3,0,,,,,,,,,,,,,,,100,99.5196226,93.4051107,65.4294911,51.244608,,,5,0.084547409,9.80E-06,0.094443385,1.075912766,0.999997875,0.004798105,2.1248E-06,0.003861363,8.19832555,7.4,0.08991724,ED,0.063081943,
D5MCW4,Cuta,>tr|D5MCW4|D5MCW4_MOUSE Protein CutA OS=Mus musculus GN=Cuta PE=2 SV=1;>sp|Q9CQ89|CUTA_MOUSE Protein CutA OS=Mus musculus GN=Cuta PE=2 SV=3,3,3,47.4,0,100,,,93.7789303,80.5709949,,,,,,,,,,100,89.5338102,116.7905858,93.3622463,123.7187118,87.5578845,101.0611558,10,0.001484739,0.715448927,0.000195695,4.977989973,0.97605616,0.015170692,0.02394384,0.014916814,> 300,> 300,0.065658733,ED,0.046220796,
D6RFU9,Sypl;Sypl1,>tr|D6RFU9|D6RFU9_MOUSE Synaptophysin-like protein 1 OS=Mus musculus GN=Sypl PE=4 SV=1;>sp|O09117-2|SYPL1_MOUSE Isoform 2 of Synaptophysin-like protein 1 OS=Mus musculus GN=Sypl1;>sp|O09117|SYPL1_MOUSE Synaptophysin-like protein 1 OS=Mus musculus GN=Sypl1 ,2,2,25.3,0.00035455,,,,,,,,,,,,,,,100,56.5721569,72.4815204,120.3970939,74.5564649,81.165552,79.810879,7,0.009798496,4.21240221,2.38E-06,2.368465358,0.990706551,0.073156891,0.009293449,0.042977143,70.74015926,> 300,-0.332431925,UN,0.036521087,
E0CX20,Bud31,>tr|E0CX20|E0CX20_MOUSE Protein BUD31 homolog OS=Mus musculus GN=Bud31 PE=4 SV=1;>sp|Q6PGH1|BUD31_MOUSE Protein BUD31 homolog OS=Mus musculus GN=Bud31 PE=2 SV=1,8,8,52.8,0,100,113.1356171,83.3151093,80.9490621,67.4530813,,,,,,,,,,100,93.5901929,104.0304611,73.5752195,69.531568,29.2779516,18.1686011,12,0.056956774,3.64E-06,0.057829169,1.748439748,0.963152261,0.0161636,0.036847739,0.015967694,12.16970586,12,0.069824208,ED,0.250366462,
E0CX79,Zfpl1,>tr|E0CX79|E0CX79_MOUSE Zinc finger protein-like 1 (Fragment) OS=Mus musculus GN=Zfpl1 PE=4 SV=1;>tr|E0CXR3|E0CXR3_MOUSE Zinc finger protein-like 1 (Fragment) OS=Mus musculus GN=Zfpl1 PE=4 SV=3;>tr|E0CZD9|E0CZD9_MOUSE Zinc finger protein-like 1 (Fragment) ,6,6,67.4,0,,,,,,,,,,,,,,,100,83.0924378,72.3232257,83.0431904,78.1177157,,,5,0.041789762,0.772581082,3.11E-05,1.20330922,0.999978924,0.017273125,2.10756E-05,0.00221751,16.58653087,> 300,0.062332719,ED,0.032044018,
