acc	id	pI	weight
TGFA1_HUMAN_1	Q8WUH2	6.10	97157.84
TGM2_HUMAN_1	P21980	5.11	77197.64
TGON2_HUMAN_1	O43493	5.46	48993.12
TGS1_HUMAN_1	Q96RS0	4.84	96619.81
THADA_HUMAN_1	Q6YHU6	5.71	219607.21
THA11_HUMAN_1	Q96EK4	9.18	34454.94
THAP4_HUMAN_1	Q8WY91	9.39	62889.85
TSP1_HUMAN_1	P07996	4.70	127495.32
TSP2_HUMAN_1	P35442	4.61	127839.60
TSP3_HUMAN_1	P49746	4.43	101804.37
TSP4_HUMAN_1	P35443	4.40	103146.97
THEM4_HUMAN_1	Q5T1C6	6.14	23169.87
THG1_HUMAN_1	Q9NWX6	8.12	34830.86
THNS1_HUMAN_1	Q8IYQ7	6.69	83070.26
THOC1_HUMAN_1	Q96FV9	4.92	75666.33
THOC2_HUMAN_1	Q8NI27	8.67	182774.61
THOC3_HUMAN_1	Q96J01	5.70	38640.49
THOC5_HUMAN_1	Q13769	6.41	78376.65
THOC6_HUMAN_1	Q86W42	7.12	37534.95
THOC7_HUMAN_1	Q6I9Y2	5.47	23611.74
THOP1_HUMAN_1	P52888	5.72	78839.77
TR150_HUMAN_1	Q9Y2W1	10.16	108534.59
THSD4_HUMAN_1	Q6ZMP0	7.97	109678.60
THTPA_HUMAN_1	Q9BU02	4.75	25434.71
THUM1_HUMAN_1	Q9NXG2	8.07	39184.19
THUM3_HUMAN_1	Q9BV44	5.97	57002.77
THY1_HUMAN_1	P04216	9.16	12553.22
THYN1_HUMAN_1	Q9P016	9.30	25697.27
TIA1_HUMAN_1	P31483	7.62	42963.14
TIAR_HUMAN_1	Q01085	7.62	41590.71
TIM10_HUMAN_1	P62072	5.89	10332.95
TIM13_HUMAN_1	Q9Y5L4	8.42	10500.02
TI17A_HUMAN_1	Q99595	7.72	18023.61
TI17B_HUMAN_1	O60830	9.21	18273.05
TIM21_HUMAN_1	Q9BVV7	9.70	26023.83
TIM23_HUMAN_1	O14925	8.81	21943.15
TIM44_HUMAN_1	O43615	UNDEFINED	0.00
TIM50_HUMAN_1	Q3ZCQ8	6.01	35081.98
TIM8A_HUMAN_1	O60220	5.04	10998.39
TIM8B_HUMAN_1	Q9Y5J9	5.02	9212.35
TIM9_HUMAN_1	Q9Y5J7	6.94	10246.71
TIDC1_HUMAN_1	Q9NPL8	8.65	32177.75
TIMP1_HUMAN_1	P01033	8.47	20708.83
TIMP2_HUMAN_1	P16035	6.48	21755.00
TIMP3_HUMAN_1	P35625	9.14	21690.11
TINAL_HUMAN_1	Q9GZM7	6.42	50147.57
TIPRL_HUMAN_1	O75663	5.59	31443.97
TJAP1_HUMAN_1	Q5JTD0	5.67	61690.05
ZO1_HUMAN_1	Q07157	6.24	195459.03
ZO2_HUMAN_1	Q9UDY2	6.96	133958.03
ZO3_HUMAN_1	O95049	6.29	101396.90
KITH_HUMAN_1	P04183	8.85	25337.50
KITM_HUMAN_1	O00142	6.60	27487.63
TKT_HUMAN_1	P29401	7.58	67877.63
TLE1_HUMAN_1	Q04724	6.79	83200.82
TLE3_HUMAN_1	Q04726	6.72	83416.64
TLK2_HUMAN_1	Q86UE8	8.65	87661.01
TLN1_HUMAN_1	Q9Y490	5.77	269767.06
TLN2_HUMAN_1	Q9Y4G6	5.40	271613.07
TLR2_HUMAN_1	O60603	6.14	87515.72
TLR3_HUMAN_1	O15455	6.65	101241.45
ERG24_HUMAN_1	O76062	9.05	46405.89
TM9S1_HUMAN_1	O15321	6.58	65929.14
TM9S2_HUMAN_1	Q99805	6.68	72713.81
TM9S3_HUMAN_1	Q9HD45	6.30	64980.62
TM9S4_HUMAN_1	Q92544	6.35	71918.64
BI1_HUMAN_1	P55061	8.79	26537.70
TMC4_HUMAN_1	Q7Z404	9.16	79207.71
TMCC1_HUMAN_1	O94876	6.12	72083.01
TMCO1_HUMAN_1	Q9UM00	9.77	21174.97
TMCO4_HUMAN_1	Q5TGY1	5.58	67910.16
TMED1_HUMAN_1	Q13445	4.41	22940.97
TMEDA_HUMAN_1	P49755	6.02	21749.95
TMED2_HUMAN_1	Q15363	5.17	20780.74
TMED3_HUMAN_1	Q9Y3Q3	5.13	22270.91
TMED4_HUMAN_1	Q7Z7H5	7.26	23192.47
TMED5_HUMAN_1	Q9Y3A6	4.70	23252.43
TMED7_HUMAN_1	Q9Y3B3	5.41	21690.39
TMED8_HUMAN_1	Q6PL24	4.61	35740.50
TMED9_HUMAN_1	Q9BVK6	6.20	23321.52
TM102_HUMAN_1	Q8N9M5	5.59	54174.85
T106B_HUMAN_1	Q9NUM4	6.58	30996.21
TM109_HUMAN_1	Q9BVC6	10.37	22751.72
TMM11_HUMAN_1	P17152	6.98	21540.78
TM115_HUMAN_1	Q12893	8.31	38196.97
TM119_HUMAN_1	Q4V9L6	4.54	26770.87
T120A_HUMAN_1	Q9BXJ8	9.14	40610.28
T126A_HUMAN_1	Q9H061	9.36	21527.25
TM131_HUMAN_1	Q92545	8.74	205138.00
T132A_HUMAN_1	Q24JP5	5.36	106383.40
TM14C_HUMAN_1	Q9P0S9	9.87	11564.58
T161A_HUMAN_1	Q9NX61	8.67	50626.38
TM165_HUMAN_1	Q9HC07	5.79	31567.68
KISHA_HUMAN_1	Q8TBQ9	9.42	5143.26
TM168_HUMAN_1	Q9H0V1	8.34	79754.72
STING_HUMAN_1	Q86WV6	6.60	42192.60
T179B_HUMAN_1	Q7Z7N9	8.10	23550.40
TM189_HUMAN_1	A5PLL7	6.33	31134.98
TM192_HUMAN_1	Q8IY95	8.13	30922.35
TM199_HUMAN_1	Q8N511	9.10	22998.80
TMEM2_HUMAN_1	Q9UHN6	8.41	154373.71
TM201_HUMAN_1	Q5SNT2	9.42	72235.67
TM205_HUMAN_1	Q6UW68	8.91	21197.79
TM209_HUMAN_1	Q96SK2	8.80	62921.66
TM214_HUMAN_1	Q6NUQ4	9.28	77019.38
TM222_HUMAN_1	Q9H0R3	6.04	23229.97
TM223_HUMAN_1	A0PJW6	11.03	22049.00
CC50A_HUMAN_1	Q9NV96	8.82	40552.47
TMM33_HUMAN_1	P57088	9.76	27846.97
TM41B_HUMAN_1	Q5BJD5	9.60	32513.47
TMM43_HUMAN_1	Q9BTV4	8.01	44744.36
TM55B_HUMAN_1	Q86T03	9.24	29469.59
MACOI_HUMAN_1	Q8N5G2	9.17	76177.56
CSCL1_HUMAN_1	O94886	6.98	92126.25
CSCL2_HUMAN_1	Q5T3F8	7.23	94958.28
TMM65_HUMAN_1	Q6PI78	8.90	25497.87
TMM68_HUMAN_1	Q96MH6	7.72	37424.79
TMM70_HUMAN_1	Q9BUB7	6.07	20532.56
TM87A_HUMAN_1	Q8NBN3	6.25	61250.28
TM87B_HUMAN_1	Q96K49	5.89	58947.51
TMM97_HUMAN_1	Q5BJF2	9.42	20847.89
TMF1_HUMAN_1	P82094	4.88	122841.72
TMLH_HUMAN_1	Q9NVH6	7.36	47556.31
TMOD1_HUMAN_1	P28289	5.03	40569.16
TMOD2_HUMAN_1	Q9NZR1	5.21	39595.05
TMOD3_HUMAN_1	Q9NYL9	5.08	39594.77
TYB10_HUMAN_1	P63313	5.32	4894.48
TYB4_HUMAN_1	P62328	5.02	4921.46
TYB4_HUMAN_2	P62328	5.55	445.47
TMTC3_HUMAN_1	Q6ZXV5	9.03	104008.79
TMUB1_HUMAN_1	Q9BVT8	5.44	26261.31
TMUB1_HUMAN_2	Q9BVT8	UNDEFINED	0.00
TMX1_HUMAN_1	Q9H3N1	4.86	29152.03
TMX2_HUMAN_1	Q9Y320	8.22	28749.13
TMX3_HUMAN_1	Q96JJ7	4.75	49222.70
TMX4_HUMAN_1	Q9H1E5	4.29	36757.52
TENA_HUMAN_1	P24821	4.79	238645.74
TNAP2_HUMAN_1	Q03169	6.06	72661.33
TFIP8_HUMAN_1	O95379	7.75	23003.45
TP8L2_HUMAN_1	Q6P589	8.54	20555.74
TB182_HUMAN_1	Q9C0C2	4.77	181795.58
TNPO1_HUMAN_1	Q92973	4.83	102355.03
TNPO2_HUMAN_1	O14787	4.87	101388.17
TNPO3_HUMAN_1	Q9Y5L0	5.35	104203.50
TNR6B_HUMAN_1	Q9UPQ9	6.31	194002.26
TENS1_HUMAN_1	Q9HBL0	7.55	185701.35
TENS3_HUMAN_1	Q68CZ2	6.34	155265.58
TENX_HUMAN_1	P22105	5.05	455788.32
TOE1_HUMAN_1	Q96GM8	6.81	56416.62
TOLIP_HUMAN_1	Q9H0E2	5.69	30150.62
TOM1_HUMAN_1	O60784	4.59	53818.44
TM1L1_HUMAN_1	O75674	5.10	52988.84
TM1L2_HUMAN_1	Q6ZVM7	4.69	55556.39
TOM20_HUMAN_1	Q15388	8.81	16297.88
TOM22_HUMAN_1	Q9NS69	4.27	15390.43
TOM34_HUMAN_1	Q15785	9.12	34559.39
TOM40_HUMAN_1	O96008	6.79	37893.10
TOM5_HUMAN_1	Q8N4H5	9.69	6035.31
TOM70_HUMAN_1	O94826	6.82	67323.62
TOP1_HUMAN_1	P11387	9.33	90594.53
TOP2A_HUMAN_1	P11388	8.82	174385.11
TOP2B_HUMAN_1	Q02880	8.16	183135.98
TOP3A_HUMAN_1	Q13472	8.69	112372.37
TOP3B_HUMAN_1	O95985	8.47	96661.96
TOPB1_HUMAN_1	Q92547	6.52	170678.58
TOR1A_HUMAN_1	O14656	6.16	35777.15
TOIP1_HUMAN_1	Q5JTV8	8.22	66248.42
TOR1B_HUMAN_1	O14657	8.16	35561.93
TOR3A_HUMAN_1	Q9H497	5.51	43252.41
TOX4_HUMAN_1	O94842	4.92	66194.82
P53_HUMAN_1	P04637	6.33	43653.18
TP53B_HUMAN_1	Q12888	4.62	213574.41
ASPP2_HUMAN_1	Q13625	5.78	125616.42
P5I11_HUMAN_1	O14683	9.57	21053.94
QORX_HUMAN_1	Q53FA7	6.66	35536.17
PRPK_HUMAN_1	Q96S44	9.56	28160.41
TPBG_HUMAN_1	Q13641	6.00	42912.16
TPD52_HUMAN_1	P55327	4.79	24327.02
TPD53_HUMAN_1	Q16890	5.45	22449.07
TPD54_HUMAN_1	O43399	5.26	22237.73
TPIS_HUMAN_1	P60174	5.65	30791.00
TPK1_HUMAN_1	Q9H3S4	5.03	27265.28
TPM1_HUMAN_1	P09493	4.69	32708.57
TPM2_HUMAN_1	P07951	4.66	32850.73
TPM3_HUMAN_1	P06753	4.68	32818.79
TPM4_HUMAN_1	P67936	4.67	28390.62
TPMT_HUMAN_1	P51580	5.85	28180.31
TPP1_HUMAN_1	O14773	5.74	39790.38
TPP2_HUMAN_1	P29144	5.90	138218.68
TPPP_HUMAN_1	O94811	9.48	23693.71
TPPP3_HUMAN_1	Q9BW30	9.19	18854.25
TPR_HUMAN_1	P12270	4.97	267161.55
TPRGL_HUMAN_1	Q5T0D9	6.85	30211.58
TPRKB_HUMAN_1	Q9Y3C4	6.31	19660.93
TPRN_HUMAN_1	Q4KMQ1	6.82	75555.84
TRYB1_HUMAN_1	Q15661	6.30	27444.38
TCTP_HUMAN_1	P13693	4.84	19595.34
TPX2_HUMAN_1	Q9ULW0	9.29	85653.08
TRA2A_HUMAN_1	Q13595	11.27	32557.43
TRA2B_HUMAN_1	P62995	11.25	33534.48
TRABD_HUMAN_1	Q9H4I3	8.15	42321.08
TRADD_HUMAN_1	Q15628	5.94	34246.98
TRAF2_HUMAN_1	Q12933	7.72	55728.19
MIPT3_HUMAN_1	Q8TDR0	7.95	78631.76
TRAF6_HUMAN_1	Q9Y4K3	6.00	59573.15
TRAD1_HUMAN_1	O14545	5.18	64709.86
TRAM1_HUMAN_1	Q15629	9.65	42940.39
TRAP1_HUMAN_1	Q12931	6.13	73546.06
TPPC1_HUMAN_1	Q9Y5R8	9.23	16831.56
TPC10_HUMAN_1	P48553	5.68	142189.00
TPC11_HUMAN_1	Q7Z392	6.72	128880.70
TPC12_HUMAN_1	Q8WVT3	4.81	79375.10
TPC2A_HUMAN_1	P0DI81	6.02	16444.75
TPC2L_HUMAN_1	Q9UL33	6.28	16145.61
TPPC3_HUMAN_1	O43617	4.85	20274.10
TPPC4_HUMAN_1	Q9Y296	5.84	24340.02
TPPC5_HUMAN_1	Q8IUR0	9.69	20783.04
TPC6B_HUMAN_1	Q86SZ2	8.88	17982.97
TPPC8_HUMAN_1	Q9Y2L5	6.41	160997.24
TPPC9_HUMAN_1	Q96Q05	6.17	128529.83
TREX1_HUMAN_1	Q9NSU2	8.78	38922.97
TRIA1_HUMAN_1	O43715	5.37	8785.90
TRI16_HUMAN_1	O95361	5.34	63955.17
TRIM2_HUMAN_1	Q9C040	6.51	81530.23
RO52_HUMAN_1	P19474	5.98	54169.73
TRI22_HUMAN_1	Q8IYM9	7.97	56947.23
TIF1A_HUMAN_1	O15164	6.73	116831.23
TRI25_HUMAN_1	Q14258	8.44	70973.40
TRI26_HUMAN_1	Q12899	4.98	62165.91
TRI27_HUMAN_1	P14373	5.83	58489.68
TIF1B_HUMAN_1	Q13263	5.52	88418.47
TRI29_HUMAN_1	Q14134	6.73	65834.65
TRIM3_HUMAN_1	O75382	8.06	80698.32
TRI32_HUMAN_1	Q13049	6.62	71857.37
TRI33_HUMAN_1	Q9UPN9	6.23	122533.17
TRI38_HUMAN_1	O00635	6.61	53415.84
TRIM4_HUMAN_1	Q9C037	8.40	57460.97
TRI47_HUMAN_1	Q96LD4	6.03	69532.16
TRIM5_HUMAN_1	Q9C035	5.73	56207.08
TRI56_HUMAN_1	Q9BRZ2	8.02	81487.71
TRI65_HUMAN_1	Q6PJ69	6.27	57222.17
TRIO_HUMAN_1	O75962	5.94	346900.12
TARA_HUMAN_1	Q9H2D6	8.86	261375.58
CIP4_HUMAN_1	Q15642	5.55	68352.26
TRIPB_HUMAN_1	Q15643	5.18	227455.11
TRIPC_HUMAN_1	Q14669	8.76	220302.42
PCH2_HUMAN_1	Q15645	5.73	48550.82
TRIP4_HUMAN_1	Q15650	8.08	66015.04
TRIP6_HUMAN_1	Q15654	7.19	50287.88
MOD5_HUMAN_1	Q9H3H1	6.84	48072.64
TRM1_HUMAN_1	Q9NXH9	7.77	72234.05
TRM11_HUMAN_1	Q7Z4G4	7.75	53289.86
TR112_HUMAN_1	Q9UI30	5.21	14199.39
TRM1L_HUMAN_1	Q7Z2T5	8.11	81747.35
TRM2A_HUMAN_1	Q8IZ69	8.21	68725.57
TRM5_HUMAN_1	Q32P41	8.78	58246.20
TRM6_HUMAN_1	Q9UJA5	7.18	55799.29
TRM61_HUMAN_1	Q96FX7	6.88	31250.46
TR61B_HUMAN_1	Q9BVS5	UNDEFINED	0.00
MTU1_HUMAN_1	O75648	8.24	47744.66
TSAP1_HUMAN_1	Q9NX07	4.61	32498.54
TRNT1_HUMAN_1	Q96Q11	6.29	44921.32
RO60_HUMAN_1	P10155	8.27	60670.62
TRPM4_HUMAN_1	Q8TD43	8.49	134301.02
TRPS1_HUMAN_1	Q9UHF7	7.53	141520.81
TRPV2_HUMAN_1	Q9Y5S1	5.56	85981.15
TRRAP_HUMAN_1	Q9Y4A5	8.49	437469.09
TRUB1_HUMAN_1	Q8WWH5	8.46	37121.60
TSC1_HUMAN_1	Q92574	6.02	129766.59
TSC2_HUMAN_1	P49815	6.98	200608.08
T22D1_HUMAN_1	Q15714	5.38	109676.57
T22D3_HUMAN_1	Q99576	4.51	14809.75
T22D4_HUMAN_1	Q9Y3Q8	6.69	41026.03
SEN34_HUMAN_1	Q9BSV6	8.53	33651.94
EFTS_HUMAN_1	P43897	6.25	30503.99
TS101_HUMAN_1	Q99816	6.07	43813.13
TSN_HUMAN_1	Q15631	6.01	26182.97
TSNAX_HUMAN_1	Q99598	6.10	33112.48
TSN13_HUMAN_1	O95857	8.27	22147.20
TSN14_HUMAN_1	Q8NG11	6.41	30690.84
TSN15_HUMAN_1	O95858	5.30	33165.00
TSN6_HUMAN_1	O43657	8.44	27563.27
TSN8_HUMAN_1	P19075	5.48	26043.85
TSN9_HUMAN_1	O75954	7.89	26778.92
TSYL5_HUMAN_1	Q86VY4	9.57	45143.45
TSR1_HUMAN_1	Q2NL82	6.98	91810.03
TSR2_HUMAN_1	Q969E8	4.20	20765.87
TSSC1_HUMAN_1	Q53HC9	4.87	43603.30
TSSC4_HUMAN_1	Q9Y5U2	5.07	34325.51
THTR_HUMAN_1	Q16762	6.83	33297.75
FCL_HUMAN_1	Q13630	6.12	35892.67
TSTD1_HUMAN_1	Q8NFU3	5.88	12399.06
TTC1_HUMAN_1	Q99614	4.78	33526.12
TTC13_HUMAN_1	Q8NBP0	6.56	96813.08
TTC17_HUMAN_1	Q96AE7	6.11	129558.41
TTC19_HUMAN_1	Q6DKK2	4.93	35116.95
TT21B_HUMAN_1	Q7Z4L5	6.53	150936.88
IFT56_HUMAN_1	A0AVF1	6.50	64177.63
TTC27_HUMAN_1	Q6P3X3	5.42	96632.45
TTC28_HUMAN_1	Q96AY4	6.42	270884.44
TT30A_HUMAN_1	Q86WT1	5.11	76135.80
TTC37_HUMAN_1	Q6PGP7	7.47	175355.13
TTC38_HUMAN_1	Q5R3I4	5.61	52656.13
TT39A_HUMAN_1	Q5SRH9	7.25	69778.43
TT39B_HUMAN_1	Q5VTQ0	7.16	76955.64
TT39C_HUMAN_1	Q8N584	6.59	65869.75
TTC4_HUMAN_1	O95801	5.43	44678.52
TTC5_HUMAN_1	Q8N0Z6	6.04	48927.55
TTC9C_HUMAN_1	Q8N5M4	9.02	20012.61
TTF2_HUMAN_1	Q9UNY4	8.63	129588.13
TTI1_HUMAN_1	O43156	5.63	122069.42
TTI2_HUMAN_1	Q6NXR4	6.63	56914.71
TTK_HUMAN_1	P33981	8.41	97072.26
TTL12_HUMAN_1	Q14166	5.33	74403.62
TITIN_HUMAN_1	Q8WZ42	6.02	3816030.05
TTHY_HUMAN_1	P02766	5.31	13761.41
TBA1A_HUMAN_1	Q71U36	4.94	50135.63
TBA1C_HUMAN_1	Q9BQE3	4.96	49895.33
TBA4A_HUMAN_1	P68366	4.93	49924.40
TBB5_HUMAN_1	P07437	4.78	49670.82
TBB1_HUMAN_1	Q9H4B7	5.05	50326.92
TBB2A_HUMAN_1	Q13885	4.78	49906.97
TBB3_HUMAN_1	Q13509	4.83	50432.68
TBB4A_HUMAN_1	P04350	4.78	49585.77
TBB4B_HUMAN_1	P68371	4.79	49831.01
TBB6_HUMAN_1	Q9BUF5	4.77	49857.11
TBG1_HUMAN_1	P23258	5.75	51169.93
GCP2_HUMAN_1	Q9BSJ2	6.38	102534.04
GCP3_HUMAN_1	Q96CW5	8.36	103439.99
GCP4_HUMAN_1	Q9UGJ1	6.17	76089.29
GCP6_HUMAN_1	Q96RT7	5.89	200498.06
EFTU_HUMAN_1	P49411	6.31	45045.00
TUFT1_HUMAN_1	Q9NNX1	5.68	44263.83
STPAP_HUMAN_1	Q9H6E5	5.80	93846.94
TWF1_HUMAN_1	Q12792	6.47	40151.53
TWF2_HUMAN_1	Q6IBS0	6.39	39416.85
RPA43_HUMAN_1	Q3B726	6.53	37432.32
TWSG1_HUMAN_1	Q9GZX9	5.06	22144.21
TXLNA_HUMAN_1	P40222	6.15	61891.11
TXLNG_HUMAN_1	Q9NUQ3	7.23	60585.64
THIO_HUMAN_1	P10599	4.82	11606.30
THIOM_HUMAN_1	Q99757	4.88	11867.64
TXD12_HUMAN_1	O95881	5.22	16426.47
TXD17_HUMAN_1	Q9BRA2	5.38	13809.61
TXND5_HUMAN_1	Q8NBS9	5.37	44459.94
TXND9_HUMAN_1	O14530	5.60	26534.04
TXNIP_HUMAN_1	Q9H3M7	7.46	43661.37
TXNL1_HUMAN_1	O43396	4.84	32120.11
TXN4A_HUMAN_1	P83876	5.53	16786.34
TRXR1_HUMAN_1	Q16881	7.16	70906.09
TRXR2_HUMAN_1	Q9NNW7	6.26	52982.47
TYK2_HUMAN_1	P29597	6.71	133649.90
TYPH_HUMAN_1	P19971	5.36	49024.35
TYOBP_HUMAN_1	O43914	8.73	10044.46
U2AF1_HUMAN_1	Q01081	9.10	27740.86
U2AF2_HUMAN_1	P26368	9.19	53369.79
SR140_HUMAN_1	O15042	8.60	118160.70
UACA_HUMAN_1	Q9BZF9	6.60	162505.33
UAP1_HUMAN_1	Q16222	5.92	58769.03
UAP1L_HUMAN_1	Q3KQV9	5.94	57030.26
UBA1_HUMAN_1	P22314	5.49	117717.81
SAE2_HUMAN_1	Q9UBT2	5.14	71223.63
UBA3_HUMAN_1	Q8TBC4	5.30	51721.22
UBA5_HUMAN_1	Q9GZZ9	4.79	44863.09
UBA6_HUMAN_1	A0AVT1	5.76	117969.97
UBA7_HUMAN_1	P41226	5.64	111694.31
UBAC1_HUMAN_1	Q9BSL1	4.82	45338.44
UBAC2_HUMAN_1	Q8NBM4	9.01	35378.12
UBAP1_HUMAN_1	Q9NZ09	5.02	55083.56
UBAP2_HUMAN_1	Q5T6F2	6.89	117115.51
UBP2L_HUMAN_1	Q14157	6.61	114534.50
UBE2A_HUMAN_1	P49459	5.06	17315.42
UBE2C_HUMAN_1	O00762	7.05	19521.11
UB2D1_HUMAN_1	P51668	6.94	16602.04
UB2D2_HUMAN_1	P62837	7.69	16735.25
UB2D3_HUMAN_1	P61077	7.67	16687.16
UB2E1_HUMAN_1	P51965	8.77	21272.99
UB2E2_HUMAN_1	Q96LR5	7.57	22123.90
UBE2F_HUMAN_1	Q969M7	6.31	21076.99
UB2G1_HUMAN_1	P62253	5.17	19509.21
UB2G1_HUMAN_2	P62253	5.17	19378.02
UB2G2_HUMAN_1	P60604	4.62	18435.12
UBE2H_HUMAN_1	P62256	4.55	20655.16
UBC9_HUMAN_1	P63279	8.87	17875.63
UB2J1_HUMAN_1	Q9Y385	6.26	35198.63
UBE2K_HUMAN_1	P61086	5.33	22275.46
UB2L3_HUMAN_1	P68036	8.68	17861.58
UB2L6_HUMAN_1	O14933	7.72	17768.70
UBC12_HUMAN_1	P61081	7.57	20899.97
UBE2N_HUMAN_1	P61088	6.13	17137.82
UBE2O_HUMAN_1	Q9C0C9	5.01	141293.46
UB2Q1_HUMAN_1	Q7Z7E8	4.96	46126.91
UB2R2_HUMAN_1	Q712K3	4.26	27166.00
UBE2S_HUMAN_1	Q16763	8.45	23845.31
UB2V2_HUMAN_1	Q15819	8.05	16231.56
UBE2Z_HUMAN_1	Q9H832	5.37	38210.19
UBE3A_HUMAN_1	Q05086	5.12	100687.61
UBE3B_HUMAN_1	Q7Z3V4	8.51	123098.05
UBE3C_HUMAN_1	Q15386	6.27	123922.64
UBE4A_HUMAN_1	Q14139	5.10	122560.53
UBE4B_HUMAN_1	O95155	6.13	146184.80
UBFD1_HUMAN_1	O14562	5.55	33381.93
UBL4A_HUMAN_1	P11441	8.71	17776.51
UBL5_HUMAN_1	Q9BZL1	8.58	8546.93
UBL7_HUMAN_1	Q96S82	4.88	40510.44
UBCP1_HUMAN_1	Q8WVY7	6.08	36673.45
UBN1_HUMAN_1	Q9NPG3	9.37	121520.46
UBIP1_HUMAN_1	Q9NZI7	5.92	60491.05
UBQL1_HUMAN_1	Q9UMX0	5.02	62387.70
UBQL2_HUMAN_1	Q9UHD9	5.15	65564.89
UBQL4_HUMAN_1	Q9NRR5	5.14	63852.94
UBR1_HUMAN_1	Q8IWV7	5.67	200079.40
UBR2_HUMAN_1	Q8IWV8	5.84	200406.90
UBR3_HUMAN_1	Q6ZT12	5.74	212433.31
UBR4_HUMAN_1	Q5T4S7	5.70	573840.98
UBR5_HUMAN_1	O95071	5.59	309221.22
UBR7_HUMAN_1	Q8N806	4.70	47998.83
UBTD2_HUMAN_1	Q8WUN7	5.45	26189.55
UBF1_HUMAN_1	P17480	5.63	89405.94
UBXN1_HUMAN_1	Q04323	5.23	33194.09
UBX2B_HUMAN_1	Q14CS0	5.49	36945.44
UBXN4_HUMAN_1	Q92575	6.10	56777.51
UBXN6_HUMAN_1	Q9BZV1	6.46	49753.73
UBXN7_HUMAN_1	O94888	5.06	54731.14
UCHL1_HUMAN_1	P09936	5.22	24554.01
UCHL3_HUMAN_1	P15374	4.84	26182.59
UCHL5_HUMAN_1	Q9Y5K5	5.23	37606.88
UCK2_HUMAN_1	Q9BZX2	6.26	29167.94
UCKL1_HUMAN_1	Q9NWZ5	6.93	61141.01
UEVLD_HUMAN_1	Q8IX04	6.61	52264.02
UFC1_HUMAN_1	Q9Y3C8	6.91	19458.39
UFD1_HUMAN_1	Q92890	6.27	34500.32
UFL1_HUMAN_1	O94874	6.36	89464.08
UFM1_HUMAN_1	P61960	9.60	8927.36
UFSP2_HUMAN_1	Q9NUQ7	6.52	53261.31
UGDH_HUMAN_1	O60701	6.73	55024.09
UGGG1_HUMAN_1	Q9NYU2	5.38	173032.54
UGGG2_HUMAN_1	Q9NYU1	6.33	171997.97
UGPA_HUMAN_1	Q16851	8.15	56940.25
UHRF1_HUMAN_1	Q96T88	7.66	89813.86
URFB1_HUMAN_1	Q6BDS2	5.75	159485.22
UH1BL_HUMAN_1	A0JNW5	5.89	164198.51
UHRF2_HUMAN_1	Q96PU4	8.55	89985.02
UIMC1_HUMAN_1	Q96RL1	5.35	79727.42
ULK3_HUMAN_1	Q6PHR2	6.91	53444.49
UMPS_HUMAN_1	P11172	6.89	52090.38
U119B_HUMAN_1	A6NIH7	5.45	28005.39
UN13D_HUMAN_1	Q70J99	6.19	123281.90
UN45A_HUMAN_1	Q9H3U1	5.80	103076.90
UN93B_HUMAN_1	Q9H1C4	6.48	66631.21
UNG_HUMAN_1	P13051	9.37	34645.46
UNK_HUMAN_1	Q9C0B0	6.40	88084.46
RENT1_HUMAN_1	Q92900	6.18	124345.27
RENT2_HUMAN_1	Q9HAU5	5.50	147810.01
REN3B_HUMAN_1	Q9BZI7	9.48	57762.05
UPP1_HUMAN_1	Q16831	8.17	33934.33
UPP_HUMAN_1	Q96BW1	5.70	33786.45
QCR9_HUMAN_1	Q9UDW1	9.46	7177.30
QCR10_HUMAN_1	O14957	9.87	6569.68
QCR7_HUMAN_1	P14927	8.75	13399.26
QCR1_HUMAN_1	P31930	5.43	49128.60
QCR2_HUMAN_1	P22695	7.74	46784.03
UCRI_HUMAN_1	P47985	11.27	8069.43
UCRI_HUMAN_2	P47985	6.30	21616.58
QCR6_HUMAN_1	P07919	4.46	9246.09
QCR8_HUMAN_1	O14949	10.07	9775.18
NPA1P_HUMAN_1	O60287	6.03	254389.07
URB2_HUMAN_1	Q14146	6.97	170544.11
RMP_HUMAN_1	O94763	4.92	59832.24
URM1_HUMAN_1	Q9BTM9	4.54	11380.07
DCUP_HUMAN_1	P06132	5.77	40786.91
HEM4_HUMAN_1	P10746	5.35	28627.70
USE1_HUMAN_1	Q9NZ43	9.13	29371.13
USF1_HUMAN_1	P22415	5.36	33538.08
USF2_HUMAN_1	Q15853	4.97	36954.74
USMG5_HUMAN_1	Q96IX5	9.78	6326.38
USO1_HUMAN_1	O60763	4.85	107895.27
UBP10_HUMAN_1	Q14694	5.19	87002.60
UBP11_HUMAN_1	P51784	5.28	109816.62
UBP13_HUMAN_1	Q92995	5.33	97327.10
UBP14_HUMAN_1	P54578	5.20	56069.07
UBP15_HUMAN_1	Q9Y4E8	5.06	112287.88
UBP16_HUMAN_1	Q9Y5T5	6.50	93570.15
UBP18_HUMAN_1	Q9UMW8	8.05	43010.78
UBP19_HUMAN_1	O94966	5.89	145650.79
UBP22_HUMAN_1	Q9UPT9	8.37	59960.58
UBP24_HUMAN_1	Q9UPU5	5.79	294365.26
UBP25_HUMAN_1	Q9UHP3	5.22	122217.90
UBP28_HUMAN_1	Q96RU2	5.10	122491.06
UBP3_HUMAN_1	Q9Y6I4	8.54	58897.07
UBP34_HUMAN_1	Q70CQ2	5.51	404233.00
UBP36_HUMAN_1	Q9P275	9.71	122651.58
